PayrollID,EmployeeID,Month,BasicPay,Bonus
797,522,2023-09-01,62739,10186
798,628,2024-01-01,41463,11755
799,727,2024-02-01,19143,7386
800,1921,2024-10-01,34642,11285
801,100,2024-12-01,76929,4754
802,640,2024-12-01,75188,14367
803,939,2024-02-01,32886,3102
804,49,2023-10-01,65973,12995
805,673,2024-10-01,52500,6292
806,135,2024-09-01,55736,1334
807,1210,2024-04-01,67435,6328
808,871,2024-04-01,47986,2647
809,378,2023-05-01,21067,4837
810,1932,2023-04-01,52266,4375
811,1495,2024-07-01,21945,7238
812,293,2023-08-01,40428,9946
813,1150,2024-10-01,41350,3265
814,1243,2024-04-01,62540,4118
815,817,2024-01-01,31694,6810
816,1225,2023-04-01,44647,13483
817,1375,2023-08-01,55551,2592
818,1631,2024-02-01,16783,9885
819,59,2024-02-01,19212,11281
820,176,2023-07-01,35067,3509
821,1364,2024-03-01,63478,5001
822,1922,2023-03-01,43206,2675
823,725,2024-09-01,24534,3639
824,1503,2023-06-01,28366,8576
825,261,2024-12-01,41284,11355
826,916,2023-08-01,28012,13353
827,423,2023-07-01,33543,6675
828,1338,2023-08-01,22521,9500
829,1012,2023-07-01,37926,4398
830,1358,2024-01-01,18000,6887
831,118,2023-01-01,21344,10061
832,829,2023-04-01,56896,13332
833,1970,2023-03-01,61520,5519
834,890,2023-09-01,16858,5185
835,191,2023-09-01,61340,8114
836,683,2023-09-01,21940,11455
837,356,2023-03-01,74555,3403
838,478,2023-04-01,53639,13197
839,1752,2024-05-01,60194,4421
840,588,2023-01-01,63088,7530
841,182,2024-12-01,40233,8370
842,1015,2023-08-01,16447,6920
843,1023,2024-04-01,49207,9014
844,899,2023-03-01,44185,7667
845,1676,2024-09-01,66712,1644
846,707,2023-08-01,76071,8652
847,1889,2023-03-01,58763,9465
848,1909,2024-03-01,20721,14182
849,1181,2023-12-01,41750,2755
850,1562,2024-08-01,42095,12702
851,986,2024-12-01,55909,9840
852,1938,2023-02-01,29248,3708
853,396,2023-09-01,60192,6601
854,179,2023-04-01,55693,5941
855,1877,2024-01-01,33576,6083
856,1669,2024-07-01,31291,14303
857,146,2023-07-01,17172,13202
858,429,2023-12-01,25713,1785
859,1329,2023-07-01,50551,2901
860,1501,2024-10-01,77307,14710
861,1577,2024-12-01,48025,4326
862,760,2024-02-01,67055,11499
863,1437,2024-03-01,70519,11949
864,755,2024-09-01,71992,5611
865,670,2024-08-01,17243,10360
866,213,2024-03-01,50225,13414
867,1399,2023-05-01,71179,8329
868,1782,2024-07-01,34237,9199
869,622,2023-05-01,50761,10726
870,217,2024-02-01,72259,4542
871,1347,2024-04-01,33086,13135
872,192,2024-05-01,39289,8160
873,108,2024-07-01,66384,2298
874,1176,2024-03-01,75512,2709
875,1028,2023-06-01,19123,3821
876,1461,2023-08-01,51457,10641
877,1173,2023-01-01,63713,8535
878,1105,2023-08-01,45448,3423
879,1530,2024-10-01,67715,9811
880,1595,2024-12-01,50677,8326
881,790,2024-04-01,45163,4563
882,1192,2023-04-01,77530,2283
883,472,2024-10-01,74274,6989
884,1141,2023-02-01,40795,3913
885,1585,2024-11-01,45873,13964
886,348,2024-06-01,57274,5915
887,727,2023-08-01,25430,9387
888,550,2024-08-01,62224,14514
889,1798,2023-07-01,15133,10357
890,1516,2024-09-01,69405,14083
891,776,2023-06-01,21563,13863
892,1862,2023-10-01,45297,9086
893,1920,2023-10-01,73922,6339
894,1099,2023-07-01,55396,14667
895,1406,2023-09-01,78296,6804
896,1838,2023-01-01,61958,6361
897,1906,2023-09-01,19493,1680
898,1612,2024-07-01,26474,7085
899,504,2023-06-01,27915,7740
900,636,2023-08-01,30210,5096
901,1370,2024-10-01,63890,7431
902,537,2024-11-01,79367,1481
903,351,2024-06-01,35189,5298
904,260,2023-08-01,53876,10778
905,411,2024-08-01,71517,11978
906,1360,2024-03-01,60443,13723
907,488,2023-11-01,51613,4938
908,724,2023-04-01,57984,6425
909,1944,2023-05-01,50243,14741
910,1781,2023-06-01,23925,7582
911,1980,2023-09-01,53710,9418
912,144,2024-04-01,69453,8408
913,289,2024-10-01,17374,8526
914,1392,2023-03-01,66346,9546
915,964,2023-09-01,41849,2404
916,800,2023-07-01,77703,13927
917,1699,2023-11-01,19887,1235
918,926,2024-06-01,18213,11893
919,1335,2023-01-01,62009,13158
920,1605,2023-10-01,15905,13052
921,998,2024-04-01,16533,7369
922,523,2024-04-01,51911,10097
923,1642,2024-05-01,75574,2874
924,1917,2023-04-01,67244,8866
925,557,2023-02-01,50158,4479
926,1895,2023-09-01,27147,4567
927,806,2024-02-01,36273,6106
928,1104,2024-03-01,23194,3289
929,791,2023-03-01,47000,5677
930,1707,2023-09-01,70373,12530
931,175,2023-05-01,32513,13250
932,1993,2024-08-01,60471,13895
933,1065,2023-06-01,24976,2177
934,1293,2024-12-01,44853,3706
935,751,2024-12-01,33459,6414
936,1127,2023-10-01,55530,14793
937,1160,2024-06-01,47717,10137
938,523,2023-08-01,58738,5161
939,975,2023-09-01,38450,4916
940,1240,2024-03-01,73416,11651
941,474,2023-11-01,37923,5687
942,853,2023-05-01,51925,5613
943,352,2024-10-01,40370,9454
944,697,2023-03-01,78254,10963
945,1940,2023-11-01,49951,5068
946,1615,2023-09-01,21393,5336
947,369,2023-01-01,21359,9061
948,596,2024-12-01,27446,11517
949,1207,2023-06-01,16638,9257
950,857,2024-02-01,20516,10047
951,1806,2023-08-01,50105,3614
952,959,2023-05-01,36790,4687
953,545,2024-03-01,16809,11190
954,1363,2023-05-01,35780,12281
955,381,2024-11-01,38270,4775
956,219,2024-09-01,71091,14371
957,1523,2024-03-01,18448,2257
958,1794,2023-09-01,44069,8807
959,511,2023-03-01,54208,14900
960,37,2023-11-01,57433,2183
961,455,2024-10-01,43189,3464
962,1494,2023-12-01,40882,12850
963,1271,2024-01-01,25239,7737
964,600,2024-04-01,49239,8447
965,547,2024-03-01,57530,11346
966,291,2023-02-01,19552,5520
967,720,2023-03-01,71646,5256
968,1616,2024-01-01,45770,10041
969,1702,2024-01-01,54889,4260
970,1042,2023-12-01,60122,8462
971,1649,2023-11-01,30087,5618
972,1644,2024-11-01,76052,12561
973,1656,2024-02-01,67645,2068
974,16,2023-09-01,63745,11663
975,245,2024-02-01,62899,14241
976,1954,2023-08-01,15557,1889
977,47,2024-09-01,58853,2420
978,541,2023-05-01,70518,7789
979,850,2024-09-01,16681,9253
980,1470,2023-10-01,16615,4427
981,133,2024-12-01,35698,2653
982,1214,2023-10-01,59111,7989
983,1508,2023-09-01,37466,2014
984,1603,2023-10-01,31425,14112
985,1088,2024-01-01,18975,1760
986,1637,2023-08-01,59744,5786
987,811,2023-09-01,78330,13338
988,394,2024-09-01,58630,3803
989,1266,2024-01-01,19676,3334
990,628,2023-11-01,68383,9314
991,1296,2023-05-01,67563,11144
992,1466,2024-11-01,26656,12236
993,952,2024-10-01,40543,4759
994,142,2024-01-01,52604,7841
995,843,2024-01-01,55093,3086
996,1873,2024-04-01,38293,9432
997,503,2023-05-01,56687,8157
998,705,2024-12-01,23046,12320
999,309,2023-06-01,60050,8245
1000,328,2024-01-01,66123,12363
1001,47,2024-02-01,15457,2885
1002,990,2023-05-01,72925,12288
1003,141,2023-11-01,35555,14031
1004,702,2024-08-01,26601,8668
1005,884,2024-03-01,53972,4177
1006,263,2024-07-01,60461,12804
1007,106,2023-10-01,63978,4108
1008,1061,2023-05-01,54740,9363
1009,1207,2024-04-01,26659,10149
1010,1701,2023-06-01,32036,5013
1011,1999,2023-05-01,53089,2007
1012,242,2023-08-01,20793,3477
1013,1523,2024-10-01,58014,2299
1014,717,2023-10-01,77523,13509
1015,868,2024-03-01,30550,6121
1016,525,2023-12-01,15116,5828
1017,1006,2023-03-01,59535,14899
1018,1591,2023-10-01,19385,8523
1019,305,2023-11-01,32083,8397
1020,1421,2023-07-01,42206,8368
1021,394,2024-06-01,46338,8585
1022,1175,2024-07-01,56620,9837
1023,1103,2023-03-01,65450,4550
1024,467,2023-01-01,54633,8511
1025,1837,2023-07-01,20386,13523
1026,1374,2024-02-01,64710,5605
1027,1444,2024-03-01,61686,14207
1028,1096,2024-07-01,50779,2767
1029,790,2024-01-01,63180,12113
1030,1817,2023-04-01,35064,5351
1031,409,2024-07-01,71222,5147
1032,536,2024-06-01,31870,2474
1033,524,2023-01-01,15785,9094
1034,1754,2024-11-01,79172,9241
1035,79,2024-02-01,17550,9806
1036,119,2024-03-01,28722,8321
1037,1991,2023-07-01,41676,2623
1038,103,2024-09-01,44594,9504
1039,1075,2023-10-01,65789,7507
1040,185,2024-12-01,64422,5891
1041,60,2023-08-01,59361,2536
1042,1274,2024-12-01,49575,13326
1043,1634,2023-10-01,25873,8990
1044,1652,2023-10-01,42079,5381
1045,91,2024-08-01,61399,6841
1046,1984,2023-12-01,16357,13640
1047,1271,2023-03-01,20853,9284
1048,785,2023-08-01,24528,14855
1049,1583,2024-07-01,20807,2581
1050,994,2024-04-01,59558,4123
1051,527,2023-03-01,53898,5665
1052,1855,2023-05-01,24955,11413
1053,1103,2024-08-01,21821,12382
1054,1789,2023-11-01,68848,5313
1055,1658,2024-08-01,60908,3967
1056,1142,2024-11-01,46444,12808
1057,1283,2023-01-01,50428,6743
1058,1487,2023-01-01,62918,10178
1059,1225,2023-01-01,76861,3449
1060,1628,2024-12-01,23065,13538
1061,1998,2024-04-01,63921,2481
1062,1945,2023-06-01,16593,2300
1063,374,2023-02-01,25082,11037
1064,1328,2024-02-01,37020,13526
1065,1424,2023-09-01,65898,3233
1066,1395,2023-10-01,38301,6090
1067,1874,2024-12-01,27096,6884
1068,959,2024-02-01,31785,9782
1069,1460,2024-03-01,36488,8712
1070,1409,2024-11-01,54647,6032
1071,1254,2023-11-01,38563,5881
1072,1989,2023-01-01,30327,8031
1073,1083,2023-10-01,31370,3522
1074,144,2023-09-01,51337,4714
1075,1856,2023-02-01,39765,9948
1076,1384,2023-09-01,78169,3686
1077,855,2023-12-01,63438,9862
1078,1548,2024-01-01,34223,9868
1079,1310,2024-02-01,25853,9953
1080,1072,2023-07-01,21673,6850
1081,1215,2023-08-01,62066,2025
1082,992,2024-03-01,24240,6103
1083,1985,2023-11-01,57345,11611
1084,1562,2024-10-01,56586,8957
1085,501,2023-01-01,58657,13225
1086,1396,2024-05-01,25060,8465
1087,978,2023-11-01,76352,12651
1088,1050,2023-11-01,42233,5190
1089,1350,2024-11-01,75800,14810
1090,1314,2024-08-01,69916,4949
1091,964,2023-01-01,18457,2685
1092,13,2024-03-01,78414,12577
1093,1496,2024-04-01,76741,3594
1094,1895,2024-10-01,25200,8957
1095,929,2024-06-01,63736,9669
1096,865,2023-01-01,70499,2518
1097,42,2023-03-01,75683,14357
1098,1823,2024-03-01,25640,5005
1099,440,2024-10-01,47936,14886
1100,1157,2024-08-01,61955,12014
1101,1373,2023-03-01,50779,11020
1102,1725,2024-09-01,64791,8018
1103,56,2024-10-01,72135,1771
1104,1348,2023-09-01,44945,4832
1105,30,2024-02-01,43013,10672
1106,1729,2023-05-01,64591,8196
1107,1400,2023-06-01,31988,5461
1108,1539,2023-04-01,28263,13593
1109,1069,2024-09-01,37986,8920
1110,248,2024-03-01,33595,5693
1111,1253,2024-07-01,58322,9186
1112,1968,2024-02-01,45649,3031
1113,664,2023-07-01,37956,11282
1114,204,2023-03-01,21568,8442
1115,281,2024-07-01,25712,13728
1116,102,2024-03-01,68437,12252
1117,662,2023-05-01,79818,4092
1118,539,2024-09-01,23929,10251
1119,1725,2024-09-01,73221,7516
1120,1461,2024-07-01,58741,9818
1121,401,2024-01-01,42597,13792
1122,105,2023-12-01,58657,12608
1123,600,2023-01-01,37990,8192
1124,89,2023-08-01,50132,1488
1125,1014,2023-08-01,17106,14613
1126,256,2023-10-01,64950,1034
1127,1791,2024-01-01,75865,8081
1128,157,2023-09-01,20318,10193
1129,562,2023-01-01,53982,7161
1130,719,2024-11-01,17070,13287
1131,303,2023-02-01,40990,1790
1132,1704,2024-12-01,30548,9823
1133,1444,2024-08-01,62451,7097
1134,1957,2023-11-01,38092,9541
1135,1441,2023-09-01,38030,5116
1136,37,2024-06-01,52306,7698
1137,708,2023-03-01,66570,10237
1138,1480,2023-02-01,26329,4333
1139,890,2024-07-01,38933,11229
1140,107,2024-01-01,15604,10492
1141,589,2024-05-01,26357,10775
1142,984,2023-12-01,55245,8721
1143,292,2023-11-01,79137,5383
1144,420,2024-11-01,76136,12182
1145,1175,2023-11-01,76070,11421
1146,733,2023-06-01,48143,7509
1147,798,2023-11-01,30236,7694
1148,1401,2024-08-01,36319,1217
1149,169,2023-12-01,71788,14231
1150,436,2023-12-01,27998,4843
1151,936,2024-09-01,19499,4612
1152,422,2024-12-01,77890,13463
1153,1305,2023-09-01,46044,8132
1154,967,2023-07-01,53599,4640
1155,100,2023-06-01,24316,9780
1156,1761,2023-01-01,38503,13155
1157,141,2023-08-01,47127,13231
1158,417,2023-12-01,77647,3650
1159,142,2023-09-01,15233,6315
1160,805,2024-05-01,61900,7280
1161,1127,2023-12-01,15095,11349
1162,1034,2023-06-01,53512,1731
1163,1375,2024-10-01,69486,11773
1164,1186,2024-02-01,35855,10704
1165,1735,2024-09-01,25542,14967
1166,1500,2023-09-01,16914,9685
1167,157,2023-10-01,30529,8160
1168,1415,2023-08-01,40648,13686
1169,684,2024-11-01,33051,7873
1170,1720,2024-11-01,26212,5835
1171,775,2023-07-01,69984,8513
1172,1085,2023-12-01,72722,12634
1173,325,2024-11-01,20323,6250
1174,1170,2023-09-01,54531,2470
1175,1538,2023-11-01,42518,10126
1176,864,2024-11-01,45832,11200
1177,1653,2024-01-01,72375,13403
1178,1621,2023-05-01,73545,4879
1179,1655,2024-06-01,29034,4229
1180,459,2024-05-01,60977,2811
1181,1181,2023-07-01,17366,1112
1182,1958,2024-01-01,16574,13065
1183,1291,2023-01-01,17398,12224
1184,1748,2024-03-01,20414,7275
1185,714,2024-10-01,29285,4657
1186,1331,2024-03-01,49926,4520
1187,1887,2024-09-01,72573,2573
1188,533,2024-08-01,36743,8810
1189,1165,2024-03-01,76006,6731
1190,2,2024-05-01,40410,10478
1191,181,2023-02-01,69399,3528
1192,681,2024-06-01,62375,8277
1193,1413,2024-06-01,55962,9997
1194,326,2024-11-01,29712,10227
1195,1691,2023-05-01,23225,4975
1196,1023,2024-08-01,26679,9465
1197,147,2023-08-01,25931,11434
1198,1440,2023-10-01,72108,12102
1199,117,2024-05-01,40834,6632
1200,997,2023-03-01,35276,8341
1201,397,2024-09-01,22463,10020
1202,1013,2023-09-01,66351,5733
1203,1742,2023-11-01,72847,6773
1204,756,2024-01-01,40233,12470
1205,718,2023-08-01,37185,9060
1206,1988,2024-08-01,71189,11526
1207,504,2023-09-01,43546,12441
1208,786,2023-05-01,21014,1959
1209,9,2024-10-01,35872,3481
1210,1413,2023-12-01,55841,5428
1211,908,2024-10-01,49197,6017
1212,1751,2024-06-01,53482,12175
1213,1078,2024-10-01,63378,9955
1214,150,2024-12-01,67963,9830
1215,587,2023-12-01,36771,5293
1216,889,2023-10-01,70309,5554
1217,1902,2024-03-01,26265,11545
1218,342,2024-01-01,30138,14100
1219,879,2023-04-01,65858,13093
1220,790,2023-01-01,27660,9007
1221,139,2023-02-01,47217,4006
1222,632,2023-07-01,75276,9235
1223,469,2024-10-01,54630,13319
1224,152,2023-11-01,77760,13160
1225,1234,2024-12-01,17971,12185
1226,603,2024-08-01,55253,10105
1227,367,2024-11-01,61728,10530
1228,511,2023-07-01,38983,5115
1229,1915,2023-02-01,44664,8180
1230,967,2023-07-01,64174,8040
1231,1869,2024-09-01,30587,13619
1232,1947,2023-03-01,31655,11263
1233,307,2023-06-01,21762,11355
1234,1067,2023-03-01,52894,7583
1235,852,2024-11-01,40994,9432
1236,58,2023-04-01,50286,9273
1237,1969,2023-12-01,55600,9952
1238,1112,2023-05-01,50963,14266
1239,484,2024-10-01,41334,13819
1240,1575,2023-05-01,78522,6615
1241,437,2023-04-01,15828,11910
1242,1853,2023-12-01,24399,2790
1243,331,2024-05-01,28203,5476
1244,1411,2023-06-01,43016,7717
1245,561,2024-09-01,57458,3548
1246,1601,2023-09-01,25743,3421
1247,1160,2024-01-01,40462,4222
1248,1109,2023-06-01,30797,1600
1249,682,2024-06-01,70004,1594
1250,1136,2024-10-01,25023,9044
1251,1089,2024-09-01,59037,4637
1252,547,2024-08-01,44201,2333
1253,1362,2023-05-01,20212,1800
1254,278,2024-02-01,15791,3448
1255,668,2024-10-01,77187,9192
1256,1661,2024-09-01,43683,4590
1257,1668,2024-12-01,59419,7765
1258,384,2024-12-01,36757,13908
1259,756,2024-10-01,68185,14786
1260,285,2023-08-01,17176,1774
1261,71,2023-10-01,54574,7949
1262,985,2023-09-01,61402,11252
1263,120,2024-10-01,38911,12626
1264,134,2024-11-01,65126,10335
1265,1060,2024-04-01,42626,1140
1266,1412,2023-12-01,49492,1147
1267,1800,2023-04-01,16592,10458
1268,984,2023-03-01,43275,12991
1269,287,2024-04-01,77096,3141
1270,1584,2024-08-01,27266,4239
1271,1582,2024-05-01,50880,1185
1272,607,2024-01-01,79951,1602
1273,1684,2024-12-01,18625,5246
1274,633,2024-06-01,78273,13823
1275,958,2024-05-01,63362,5858
1276,199,2023-02-01,47343,10514
1277,1992,2024-04-01,27079,12909
1278,712,2023-09-01,73145,3894
1279,735,2024-04-01,50137,2887
1280,400,2023-04-01,55261,12846
1281,163,2024-05-01,60846,2681
1282,587,2023-04-01,65930,13327
1283,194,2024-12-01,74933,13390
1284,1511,2023-01-01,46706,3631
1285,1308,2023-12-01,66829,2823
1286,412,2024-10-01,22351,2233
1287,790,2024-06-01,50159,2380
1288,1995,2023-04-01,65418,11812
1289,1180,2023-03-01,66799,2062
1290,1716,2023-12-01,60898,8238
1291,121,2023-04-01,62666,1734
1292,379,2024-07-01,56760,10504
1293,1645,2024-08-01,36098,11120
1294,1467,2024-05-01,33663,10735
1295,133,2024-07-01,47321,2231
1296,42,2024-10-01,57628,4260
1297,1728,2023-07-01,15041,7691
1298,576,2023-10-01,49973,2180
1299,1849,2024-06-01,72034,2964
1300,891,2024-12-01,17983,3160
1301,1929,2024-01-01,70682,10104
1302,1563,2024-05-01,62182,12399
1303,521,2023-05-01,22211,2847
1304,1815,2023-12-01,56449,10270
1305,465,2023-05-01,60807,13992
1306,1805,2023-09-01,77621,10371
1307,1447,2023-06-01,20463,10354
1308,410,2024-11-01,63525,12578
1309,1551,2024-04-01,56654,13876
1310,1994,2023-02-01,46349,2445
1311,1844,2024-04-01,53617,5837
1312,697,2024-06-01,63434,13991
1313,454,2024-01-01,27553,7885
1314,423,2023-11-01,50511,1014
1315,1965,2023-07-01,57693,1895
1316,1108,2023-05-01,18908,10221
1317,1823,2024-07-01,44121,10448
1318,358,2023-05-01,67900,2624
1319,7,2024-11-01,67694,3229
1320,1350,2024-01-01,68151,11758
1321,626,2024-10-01,27260,14730
1322,256,2024-09-01,40796,6970
1323,571,2024-07-01,61250,3299
1324,1657,2023-08-01,26012,14937
1325,559,2024-12-01,42299,12888
1326,691,2024-06-01,63156,5413
1327,1478,2023-06-01,46152,5241
1328,1914,2024-02-01,20131,7692
1329,1829,2024-02-01,46373,6385
1330,599,2024-11-01,61280,14366
1331,968,2023-08-01,38640,2186
1332,69,2023-03-01,47752,3050
1333,657,2024-01-01,76973,9453
1334,95,2023-01-01,66557,7836
1335,640,2023-10-01,15636,1371
1336,283,2024-07-01,26068,13601
1337,1455,2024-12-01,62958,3381
1338,1228,2024-02-01,44283,1875
1339,887,2023-05-01,34759,9578
1340,1298,2023-07-01,72359,4542
1341,485,2023-11-01,45738,14811
1342,1660,2023-03-01,27635,1335
1343,1488,2024-05-01,26996,6023
1344,76,2023-11-01,68807,6844
1345,375,2024-07-01,62283,7121
1346,1976,2024-11-01,75024,9159
1347,351,2023-03-01,19308,12871
1348,135,2023-06-01,29116,4809
1349,1591,2024-02-01,70478,9543
1350,1481,2023-05-01,21576,8086
1351,1167,2023-11-01,70024,14271
1352,583,2023-12-01,15637,2372
1353,817,2023-12-01,65443,5315
1354,115,2023-04-01,63217,6664
1355,445,2023-05-01,17274,4802
1356,699,2023-12-01,76039,3349
1357,1507,2024-04-01,48249,14068
1358,1083,2023-06-01,46718,12744
1359,1553,2024-08-01,62324,5892
1360,1167,2024-12-01,54240,3621
1361,313,2024-08-01,22557,5834
1362,228,2024-04-01,43284,7499
1363,464,2023-10-01,39467,2036
1364,1119,2024-10-01,19583,1554
1365,683,2023-11-01,43898,1305
1366,1289,2024-07-01,42545,5840
1367,1896,2023-02-01,48873,3069
1368,1846,2023-07-01,49331,10256
1369,433,2024-10-01,58102,1762
1370,278,2023-11-01,48874,12504
1371,898,2024-01-01,74866,5947
1372,856,2023-12-01,68992,6674
1373,159,2023-09-01,39852,5836
1374,1274,2023-06-01,35951,6126
1375,867,2024-12-01,15973,10678
1376,1106,2023-07-01,60517,7062
1377,795,2023-10-01,44287,4368
1378,946,2023-08-01,15716,13455
1379,356,2024-04-01,17783,9871
1380,1077,2024-03-01,41155,1435
1381,1734,2023-08-01,36887,7701
1382,130,2024-07-01,55512,7883
1383,340,2024-10-01,70876,12831
1384,1378,2023-07-01,23218,2028
1385,1038,2023-10-01,60347,11875
1386,1596,2023-07-01,74954,2553
1387,187,2024-12-01,67072,5866
1388,861,2023-10-01,15838,6549
1389,1620,2024-03-01,64238,5204
1390,1355,2024-07-01,44962,4260
1391,1303,2023-11-01,61743,6041
1392,266,2024-11-01,15805,14677
1393,972,2023-10-01,58123,6556
1394,209,2024-06-01,23147,2972
1395,277,2023-10-01,60472,1240
1396,909,2024-06-01,30924,4708
1397,169,2023-09-01,30805,7039
1398,1491,2024-08-01,50645,10516
1399,939,2024-05-01,19319,12783
1400,1043,2023-12-01,46361,2827
1401,676,2023-08-01,38880,3397
1402,676,2023-01-01,35941,11308
1403,931,2024-04-01,71868,2578
1404,94,2024-10-01,36017,4225
1405,661,2023-10-01,63840,7182
1406,920,2024-02-01,27957,12988
1407,1430,2023-09-01,34415,7587
1408,409,2023-02-01,50356,11123
1409,646,2023-07-01,24045,12263
1410,1802,2023-11-01,55271,6270
1411,1471,2024-03-01,63590,13991
1412,1674,2023-06-01,41181,7109
1413,1737,2024-09-01,71991,12622
1414,669,2023-07-01,63578,11936
1415,1104,2024-12-01,41398,11796
1416,1191,2024-11-01,17012,4540
1417,325,2023-01-01,21471,1359
1418,1667,2023-06-01,70462,4046
1419,196,2023-09-01,21938,8216
1420,548,2023-02-01,40910,9186
1421,1045,2024-03-01,54462,11391
1422,393,2023-04-01,48282,6402
1423,1266,2023-09-01,52024,9916
1424,1747,2023-06-01,24931,3103
1425,1206,2024-06-01,31215,3430
1426,554,2024-10-01,40924,12832
1427,241,2023-01-01,17215,13622
1428,1213,2024-04-01,35421,11531
1429,874,2023-08-01,48196,3991
1430,1764,2023-01-01,28516,1036
1431,776,2024-06-01,33948,1382
1432,955,2024-11-01,45304,7592
1433,79,2023-02-01,17571,12162
1434,1255,2023-11-01,35933,5059
1435,753,2023-03-01,61120,3813
1436,1082,2024-01-01,78011,11664
1437,1386,2023-01-01,26881,12202
1438,1979,2023-06-01,54551,8689
1439,408,2023-11-01,20975,9120
1440,666,2024-01-01,73599,3773
1441,557,2023-01-01,42195,11012
1442,251,2024-03-01,25640,11830
1443,276,2023-03-01,55246,9713
1444,1862,2023-06-01,31208,9309
1445,728,2023-01-01,28147,14407
1446,1675,2023-02-01,29184,9635
1447,36,2024-09-01,51620,7717
1448,1877,2023-06-01,48977,11102
1449,1005,2024-07-01,69541,5492
1450,385,2023-11-01,47617,11916
1451,691,2024-07-01,23690,10065
1452,881,2023-10-01,67309,10570
1453,1495,2023-09-01,77259,13010
1454,1346,2023-05-01,50560,9739
1455,187,2024-01-01,66463,13092
1456,1611,2023-01-01,66966,13605
1457,1424,2024-04-01,34536,4437
1458,1870,2023-08-01,39822,7594
1459,712,2023-02-01,19443,2312
1460,319,2023-07-01,24087,7140
1461,1661,2023-02-01,48697,10040
1462,873,2023-08-01,35346,10307
1463,775,2024-02-01,53403,10687
1464,130,2023-01-01,23518,11045
1465,1317,2023-04-01,74222,14385
1466,1097,2024-01-01,75034,6870
1467,1848,2023-06-01,71917,12169
1468,1825,2023-02-01,73939,3623
1469,1903,2023-06-01,46579,4812
1470,1610,2023-06-01,20947,6294
1471,1409,2023-02-01,65088,7016
1472,602,2023-04-01,63118,3580
1473,1836,2023-06-01,64237,4449
1474,1321,2023-04-01,47577,11289
1475,1058,2024-07-01,44143,1681
1476,286,2024-07-01,45369,8823
1477,1000,2023-07-01,62365,2371
1478,1993,2023-09-01,26975,5930
1479,1375,2023-03-01,76103,9571
1480,1450,2024-02-01,75512,10328
1481,440,2023-09-01,35465,7985
1482,339,2023-04-01,53839,6321
1483,328,2024-05-01,48632,12435
1484,1414,2024-02-01,53571,8530
1485,64,2024-01-01,64466,12292
1486,1283,2024-02-01,26869,12682
1487,860,2023-03-01,45848,2469
1488,445,2023-05-01,43052,9699
1489,1168,2024-05-01,38236,13865
1490,528,2023-05-01,15293,9660
1491,137,2023-05-01,75849,11149
1492,1503,2023-02-01,31633,12055
1493,1410,2023-10-01,37458,4110
1494,1259,2023-12-01,41707,1148
1495,1456,2023-01-01,50741,11132
1496,827,2023-03-01,28380,1027
1497,5,2023-12-01,56928,9631
1498,1624,2023-10-01,76439,2795
1499,661,2024-07-01,33066,11213
1500,720,2024-06-01,38194,6438
1501,1801,2023-03-01,22048,12992
1502,383,2024-09-01,75146,12960
1503,315,2024-01-01,70376,8931
1504,901,2024-05-01,69131,11960
1505,434,2023-02-01,24083,5587
1506,337,2023-06-01,35051,8365
1507,726,2024-04-01,47725,8062
1508,1314,2024-09-01,33089,3349
1509,1517,2023-09-01,55602,5366
1510,1488,2024-09-01,38110,4050
1511,1955,2023-09-01,44027,8788
1512,1762,2023-02-01,54274,2958
1513,684,2023-03-01,65403,10920
1514,788,2024-05-01,37531,9717
1515,1695,2024-04-01,77391,8941
1516,974,2023-01-01,27733,3612
1517,633,2024-04-01,39674,1576
1518,1465,2023-11-01,78172,11792
1519,292,2024-11-01,51309,12312
1520,1244,2024-04-01,29200,3584
1521,694,2024-05-01,18794,5704
1522,1397,2023-04-01,48852,3074
1523,264,2023-05-01,34045,13257
1524,125,2023-10-01,26424,2812
1525,1498,2023-08-01,54852,13959
1526,223,2024-11-01,30929,5648
1527,1513,2024-09-01,59827,3231
1528,1606,2023-09-01,27502,13400
1529,1993,2023-12-01,63178,12545
1530,65,2024-08-01,54103,12069
1531,1680,2023-04-01,70032,3365
1532,111,2023-11-01,27348,6339
1533,1203,2023-01-01,76328,5563
1534,1103,2024-08-01,17963,1640
1535,1093,2023-05-01,72779,2244
1536,1908,2024-03-01,49567,11848
1537,658,2023-06-01,59700,9577
1538,1272,2024-12-01,63645,12359
1539,1117,2023-01-01,39739,9567
1540,1318,2024-08-01,45096,10142
1541,66,2024-01-01,42934,5287
1542,346,2024-07-01,47592,2900
1543,846,2024-12-01,37132,9783
1544,1119,2023-04-01,29325,12797
1545,1829,2024-06-01,30316,6452
1546,584,2023-04-01,60278,14053
1547,636,2024-09-01,73947,12570
1548,1618,2024-11-01,47494,13086
1549,91,2024-10-01,57018,3935
1550,1060,2024-12-01,17233,3689
1551,1262,2024-06-01,58155,13888
1552,431,2023-07-01,21399,5282
1553,482,2024-05-01,48436,1401
1554,1918,2023-08-01,37714,11444
1555,397,2024-08-01,19916,4199
1556,1372,2024-09-01,56389,14985
1557,535,2024-11-01,44409,1661
1558,1698,2023-10-01,78744,9644
1559,722,2024-10-01,58472,14302
1560,28,2024-03-01,21788,1639
1561,556,2023-09-01,75105,11348
1562,775,2024-04-01,34608,4864
