country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",17-11-2025 09:00,25.339605,74.618883,PM10,92,261,154
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",17-11-2025 09:00,25.339605,74.618883,CO,26,116,41
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",17-11-2025 09:00,28.194909,76.862296,OZONE,8,62,12
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",17-11-2025 09:00,26.215415,73.070156,PM2.5,25,180,80
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",17-11-2025 09:00,26.215415,73.070156,PM10,58,218,117
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",17-11-2025 09:00,26.358805,73.047444,OZONE,15,126,23
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",17-11-2025 09:00,26.253384,72.976571,PM2.5,37,384,174
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",17-11-2025 09:00,26.253384,72.976571,OZONE,4,178,15
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.902909,75.836858,CO,39,107,63
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",17-11-2025 09:00,26.902909,75.836858,OZONE,18,72,22
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",17-11-2025 09:00,26.9164092,75.7994901,NO2,5,164,100
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",17-11-2025 09:00,26.786682,75.827928,PM2.5,50,376,236
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",17-11-2025 09:00,24.588397,76.172782,NO2,38,73,50
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",17-11-2025 09:00,24.588397,76.172782,NH3,3,6,5
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",17-11-2025 09:00,28.108988,75.386577,NH3,2,18,10
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",17-11-2025 09:00,26.29581,73.082283,PM10,44,191,121
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",17-11-2025 09:00,26.895552,76.334753,NH3,5,26,12
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",17-11-2025 09:00,23.837789,73.714926,PM10,77,139,107
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",17-11-2025 09:00,23.837789,73.714926,SO2,1,12,4
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",17-11-2025 09:00,23.837789,73.714926,CO,10,50,17
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",17-11-2025 09:00,27.213494,73.734444,NH3,7,23,14
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",17-11-2025 09:00,27.213494,73.734444,SO2,4,13,7
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",17-11-2025 09:00,24.041198,74.780702,NO2,13,40,22
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",17-11-2025 09:00,24.041198,74.780702,OZONE,27,145,37
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",17-11-2025 09:00,25.03636,73.883502,PM2.5,43,257,98
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",17-11-2025 09:00,25.03636,73.883502,NO2,8,72,25
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",17-11-2025 09:00,25.03636,73.883502,CO,12,76,20
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",17-11-2025 09:00,25.03636,73.883502,OZONE,6,81,10
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",17-11-2025 09:00,26.031443,76.359327,NH3,6,13,9
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",17-11-2025 09:00,26.031443,76.359327,SO2,2,16,6
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",17-11-2025 09:00,27.608912,75.153302,PM2.5,52,382,178
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",17-11-2025 09:00,27.608912,75.153302,PM10,90,428,202
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",17-11-2025 09:00,10.96782,78.080882,PM2.5,NA,NA,NA
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",17-11-2025 09:00,10.96782,78.080882,NH3,NA,NA,NA
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",17-11-2025 09:00,10.798548,79.838212,NO2,5,5,5
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",17-11-2025 09:00,10.798548,79.838212,NH3,2,2,2
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",17-11-2025 09:00,10.798548,79.838212,OZONE,1,1,1
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",17-11-2025 09:00,10.681158,78.741746,PM10,25,53,36
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",17-11-2025 09:00,10.423417,78.784889,NH3,3,3,3
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",17-11-2025 09:00,24.885261,72.857549,NO2,8,78,29
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",17-11-2025 09:00,24.885261,72.857549,CO,24,39,31
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",17-11-2025 09:00,29.931624,73.864511,OZONE,1,144,4
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",17-11-2025 09:00,26.159933,75.780517,NH3,5,11,9
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",17-11-2025 09:00,24.5886166,73.6321397,PM2.5,51,213,98
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-11-2025 09:00,13.164544,80.26285,PM10,92,111,101
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-11-2025 09:00,13.0052189,80.2398125,PM2.5,35,78,50
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-11-2025 09:00,13.0052189,80.2398125,SO2,14,16,14
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",17-11-2025 09:00,11.0328,77.0349,OZONE,3,6,5
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",17-11-2025 09:00,9.36399,78.831977,SO2,2,4,3
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",17-11-2025 09:00,8.816428,78.099039,NO2,7,18,14
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",17-11-2025 09:00,10.830158,78.691849,OZONE,4,19,12
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2025 09:00,12.9099161,80.1076538,PM2.5,189,302,247
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2025 09:00,12.9099161,80.1076538,PM10,118,153,135
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-11-2025 09:00,13.1278,80.2642,PM2.5,96,201,142
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-11-2025 09:00,13.1278,80.2642,SO2,5,9,7
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",17-11-2025 09:00,11.0973603,77.3228673,CO,22,26,23
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-11-2025 09:00,17.540891,78.358528,SO2,5,9,7
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17-11-2025 09:00,17.540891,78.358528,OZONE,43,57,44
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",17-11-2025 09:00,24.5886166,73.6321397,CO,5,120,23
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",17-11-2025 09:00,11.06825,79.07033,NO2,9,9,9
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",17-11-2025 09:00,13.4127,80.1081,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",17-11-2025 09:00,27.19862,77.92066,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",17-11-2025 09:00,27.19862,77.92066,OZONE,6,7,6
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",17-11-2025 09:00,28.359581,79.414455,PM10,36,70,56
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",17-11-2025 09:00,28.359581,79.414455,OZONE,14,32,19
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",17-11-2025 09:00,28.38910936,79.42963708,NH3,1,1,1
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",17-11-2025 09:00,28.406963,77.849831,PM2.5,90,413,291
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",17-11-2025 09:00,28.406963,77.849831,CO,26,119,110
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-11-2025 09:00,28.47272,77.482,NO2,34,129,92
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-11-2025 09:00,28.557054,77.453663,SO2,1,28,11
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",17-11-2025 09:00,28.725645,77.749675,PM2.5,115,500,367
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",17-11-2025 09:00,28.725645,77.749675,NH3,20,53,33
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",17-11-2025 09:00,28.725645,77.749675,CO,51,116,110
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",17-11-2025 09:00,28.757294,77.278792,PM10,189,491,405
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",17-11-2025 09:00,28.757294,77.278792,NH3,3,11,7
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",17-11-2025 09:00,28.757294,77.278792,CO,18,116,107
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",17-11-2025 09:00,28.685382,77.453839,CO,28,129,77
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",17-11-2025 09:00,26.730136,83.433859,PM2.5,1,93,66
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-11-2025 09:00,17.5316895,78.218939,NH3,NA,NA,NA
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17-11-2025 09:00,17.5316895,78.218939,SO2,NA,NA,NA
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,NH3,2,3,2
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17-11-2025 09:00,17.393559,78.339194,SO2,8,13,10
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17-11-2025 09:00,17.544899,78.486949,NH3,2,4,3
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",17-11-2025 09:00,26.428282,80.327067,PM2.5,21,166,93
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",17-11-2025 09:00,26.4703136,80.3229863,NO2,19,50,31
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",17-11-2025 09:00,26.4703136,80.3229863,SO2,1,19,10
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",17-11-2025 09:00,28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",17-11-2025 09:00,27.106972,78.000111,PM10,92,171,133
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",17-11-2025 09:00,27.19865833,78.00598056,SO2,15,17,16
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",17-11-2025 09:00,27.19412,77.96237,PM10,101,484,162
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",17-11-2025 09:00,27.19412,77.96237,SO2,8,10,8
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-11-2025 09:00,17.349694,78.451437,NH3,3,3,3
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17-11-2025 09:00,17.349694,78.451437,CO,1,87,13
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",17-11-2025 09:00,27.23711,78.01936,PM2.5,47,206,96
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17-11-2025 09:00,17.429398,78.569354,NH3,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17-11-2025 09:00,17.37206,78.50864,CO,22,34,22
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17-11-2025 09:00,17.4559458,78.4332152,NO2,26,29,27
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17-11-2025 09:00,17.470431,78.566959,NO2,11,11,11
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17-11-2025 09:00,17.5184,78.278777,NO2,6,18,13
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",17-11-2025 09:00,26.766433,80.927299,NH3,4,6,6
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",17-11-2025 09:00,26.86812,81.005119,CO,31,38,32
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",17-11-2025 09:00,26.906111,80.948222,SO2,2,14,8
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",17-11-2025 09:00,26.8458805,80.9365541,PM2.5,20,253,110
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",17-11-2025 09:00,28.840739,78.697531,PM10,122,194,165
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",17-11-2025 09:00,28.840739,78.697531,NO2,10,18,13
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",17-11-2025 09:00,28.856664,78.772638,PM10,71,157,102
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",17-11-2025 09:00,28.856664,78.772638,SO2,30,44,37
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",17-11-2025 09:00,28.849399,78.742362,PM2.5,31,212,88
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",17-11-2025 09:00,28.802625,78.753728,PM10,46,176,101
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",17-11-2025 09:00,29.4723508,77.7194031,PM10,121,246,179
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",17-11-2025 09:00,29.4723508,77.7194031,NH3,9,12,11
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",17-11-2025 09:00,28.5447608,77.3231257,NO2,30,153,96
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",17-11-2025 09:00,28.56923,77.393848,CO,14,120,98
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",17-11-2025 09:00,28.56923,77.393848,OZONE,10,206,14
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",17-11-2025 09:00,25.425602,81.917152,PM10,68,331,167
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",17-11-2025 09:00,25.425602,81.917152,NO2,6,6,6
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",17-11-2025 09:00,25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",17-11-2025 09:00,25.425602,81.917152,OZONE,14,37,15
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",17-11-2025 09:00,28.999264,77.7590354,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",17-11-2025 09:00,28.9535882,77.7622941,NH3,16,29,21
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",17-11-2025 09:00,28.9535882,77.7622941,CO,32,120,86
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",17-11-2025 09:00,28.83526,78.7446,PM10,48,140,97
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",17-11-2025 09:00,25.3505986,82.9083074,PM2.5,45,191,97
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",17-11-2025 09:00,25.3505986,82.9083074,PM10,82,211,139
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",17-11-2025 09:00,25.3505986,82.9083074,SO2,9,11,10
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",17-11-2025 09:00,28.6245479,77.3577104,PM2.5,109,409,316
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",17-11-2025 09:00,28.6245479,77.3577104,PM10,133,406,282
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",17-11-2025 09:00,28.6245479,77.3577104,OZONE,17,150,25
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",17-11-2025 09:00,26.83399722,80.8917361,PM10,220,260,240
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",17-11-2025 09:00,26.83399722,80.8917361,NO2,40,62,51
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",17-11-2025 09:00,25.44919916,81.82735986,CO,30,94,81
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",17-11-2025 09:00,25.262326,82.995408,NH3,1,4,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",17-11-2025 09:00,25.32393,82.99687,PM2.5,49,251,111
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",17-11-2025 09:00,25.32393,82.99687,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",17-11-2025 09:00,25.32393,82.99687,SO2,27,29,29
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",17-11-2025 09:00,27.571409,77.655757,NO2,12,13,12
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",17-11-2025 09:00,30.269444,78.044167,PM2.5,22,146,72
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",17-11-2025 09:00,30.269444,78.044167,SO2,2,2,2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",17-11-2025 09:00,29.2124114,78.9611753,CO,28,34,30
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",17-11-2025 09:00,23.685297,86.945968,NH3,3,9,5
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",17-11-2025 09:00,23.697936,86.944395,PM2.5,52,192,118
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",17-11-2025 09:00,23.618183,87.105718,PM2.5,58,360,211
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",17-11-2025 09:00,23.618183,87.105718,PM10,49,193,114
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",17-11-2025 09:00,23.618183,87.105718,NO2,9,48,25
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",17-11-2025 09:00,23.618183,87.105718,NH3,1,1,1
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-11-2025 09:00,22.7605581,88.3617589,PM10,62,111,89
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-11-2025 09:00,22.7605581,88.3617589,NH3,3,4,4
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-11-2025 09:00,22.7605581,88.3617589,SO2,9,12,10
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-11-2025 09:00,22.7605581,88.3617589,OZONE,3,63,10
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",17-11-2025 09:00,23.567923,87.306843,CO,34,82,56
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",17-11-2025 09:00,23.508764,87.35444,PM2.5,42,188,87
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",17-11-2025 09:00,23.508764,87.35444,NH3,5,7,7
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)",17-11-2025 09:00,23.549395,87.300496,NO2,24,29,25
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",17-11-2025 09:00,22.629801,88.352017,SO2,NA,NA,NA
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",17-11-2025 09:00,22.6025571,88.3105664,PM2.5,58,187,122
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",17-11-2025 09:00,22.6025571,88.3105664,OZONE,1,103,9
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",17-11-2025 09:00,22.611968,88.347422,PM2.5,84,209,140
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",17-11-2025 09:00,22.611968,88.347422,SO2,13,39,27
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",17-11-2025 09:00,22.611968,88.347422,OZONE,8,23,11
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",17-11-2025 09:00,22.5687319,88.2797276,PM2.5,104,316,250
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",17-11-2025 09:00,22.5687319,88.2797276,NH3,3,11,7
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",17-11-2025 09:00,22.58157048,88.41002457,NO2,12,27,19
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",17-11-2025 09:00,22.58157048,88.41002457,NH3,6,10,8
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",17-11-2025 09:00,22.55664,88.342674,PM2.5,86,303,190
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",17-11-2025 09:00,22.55664,88.342674,NH3,10,17,12
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",17-11-2025 09:00,22.55664,88.342674,CO,17,90,44
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",17-11-2025 09:00,22.49929,88.36917,PM2.5,165,339,266
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",17-11-2025 09:00,22.49929,88.36917,SO2,1,4,2
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",17-11-2025 09:00,22.49929,88.36917,CO,6,80,51
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",17-11-2025 09:00,22.49929,88.36917,OZONE,12,37,13
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",17-11-2025 09:00,22.627847,88.380669,CO,27,62,35
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",17-11-2025 09:00,22.5448082,88.3403691,NH3,4,5,5
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",17-11-2025 09:00,26.6879226,88.4152495,PM10,47,106,67
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",17-11-2025 09:00,26.6879226,88.4152495,NO2,17,22,20
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-11-2025 09:00,26.80365,84.51954,PM10,39,212,112
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-11-2025 09:00,26.80365,84.51954,NO2,6,11,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-11-2025 09:00,26.80365,84.51954,CO,54,109,104
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-11-2025 09:00,26.80365,84.51954,OZONE,19,23,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-11-2025 09:00,25.251013,86.989001,PM10,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-11-2025 09:00,25.251013,86.989001,NO2,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-11-2025 09:00,25.251013,86.989001,OZONE,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",17-11-2025 09:00,25.265194,87.012947,NO2,6,8,7
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-11-2025 09:00,25.204762,85.51496,PM2.5,53,257,120
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-11-2025 09:00,25.204762,85.51496,SO2,10,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",17-11-2025 09:00,25.56752,83.966379,PM2.5,83,237,156
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",17-11-2025 09:00,16.509717,80.612222,SO2,9,14,10
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",17-11-2025 09:00,16.554731,80.64911,OZONE,65,85,69
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17-11-2025 09:00,17.72,83.3,PM10,122,156,135
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17-11-2025 09:00,17.72,83.3,NO2,15,105,36
India,Assam,Silchar,"Tarapur, Silchar - PCBA",17-11-2025 09:00,24.82827,92.79525,CO,40,62,56
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",17-11-2025 09:00,26.987634,94.636574,PM10,23,91,55
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",17-11-2025 09:00,26.146529,87.454184,PM2.5,3,100,57
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",17-11-2025 09:00,26.146529,87.454184,SO2,16,22,19
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",17-11-2025 09:00,26.10887,91.589544,NH3,6,6,6
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",17-11-2025 09:00,26.1875,91.744194,PM2.5,14,97,53
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",17-11-2025 09:00,26.1875,91.744194,OZONE,17,22,17
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",17-11-2025 09:00,26.181742,91.78063,SO2,31,34,32
